hid,title,type,rating,read,last_read,synonyms,mal,anilist,mangaupdates
013D0gnq,My Blasted Reincarnated Life,Reading,,79,2025-19-13,"該死的輪迴,빌어먹을 환생,Чертова реинкарнация,تناسخ لعنتی,Reinkarnasi Brengsek,অভিশপ্ত পুনর্জন্ম,Bireomeogeul Hwansaeng,การเกิดใหม่สุดเฮงซวย,Damn Reincarnation,Fichue réincarnation,Dannata reincarnazione,Maldita reencarnación,このろくでもない素晴らしき転生,糟糕的重生,轉生後變成天才",https://myanimelist.net/manga/149438,https://anilist.co/manga/151512,https://www.mangaupdates.com/series/j7x0kkd
F8dU6wkK,Martial God Asura,Reading,,393,2025-07-13,"MGA,Tu La Vũ Thần,Xiuluo Wushen,修罗武神,修羅武神,뢰신전기",,https://anilist.co/manga/127053,https://www.mangaupdates.com/series/172696
897qgyRb,Off to an Invincible Start,Reading,,65,2025-11-13,"Already Invincible at the Beginning,Invencível desde o início,Kāijú Jiù Wúdí,开局就无敌,開局就無敵,Kaiju Jiu Wudi,Invincible at the Start,Invencible desde el principio,Từ Lúc Bắt Đầu Liền Vô Địch,仙界転生記〜異世界でハーレム王になる〜",,https://anilist.co/manga/145205,https://www.mangaupdates.com/series/0dc0xg0
adGlqQeX,Shadow Hack,Reading,,107,2025-35-13,"Wo De Yingzi Hui Guaji,My Shadow is the Baddest,我的影子会挂机,Shadow Baddest",,https://anilist.co/manga/152083,https://www.mangaupdates.com/series/177909
xMrj7ueC,I Was the Final Boss,Reading,,84,2025-08-13,"보스였음,Boss-yeosseum,Eu costumava ser um Boss!,I Used to A Boss,Ancient Boss of the Abyss,I Used to Be a Boss,Я босс,Я был финальным боссом башни,อดีตบอสหอคอย,曾经是最终BOSS,(元)ラスボスと申します。,Boss yeosseum,Bossyeosseum",https://myanimelist.net/manga/154119,https://anilist.co/manga/159385,https://www.mangaupdates.com/series/pif01fy
Y_UrK0vf,Otherworldly Evil Monarch,Reading,,187,2025-09-13,"Dị Thế Tà Quân,Yìshì xié jūn,异世邪君,异界邪君",,https://anilist.co/manga/120216,https://www.mangaupdates.com/series/161904
SZKC7EQC,Yi Gwol: The Grand Commander,Reading,,108,2025-09-13,"대영반,Daeyeongban,Великий Генерал,Grand General,老朽无敌,Captain of the Royal Guard-Daeyeong-bahn",https://myanimelist.net/manga/150548,https://anilist.co/manga/144380,https://www.mangaupdates.com/series/hq1fwgk
DV4ATfAo,Five-Dimensional Zone,Reading,,48,2025-11-13,"오합지존,Zone of Five Steps,Достигая Высоты,Ohapjjijon,五合至尊",,,https://www.mangaupdates.com/series/11ki6or
85ekYK4J,I Get Stronger By Doing Nothing,Reading,,30,2025-10-13,"我躺着就变强,Wo Tangzhe Jiu Bian Qiang,Wǒ Tǎngzhe Jiù Biàn Qiáng,万古最强驸马,Ta Nằm Liền Biến Cường,I Get Stronger When I Lie Flat",,https://anilist.co/manga/163520,https://www.mangaupdates.com/series/vebfz4p
ttinlpvd,You Didn't Say the Start of the Regression Was a Gate,Reading,,,0000:00:00,"회귀 시작이 게이트라곤 안 했잖아요,Hoegwi Sijagi Gate-ragon An Haetjanayo",,https://anilist.co/manga/176080,https://www.mangaupdates.com/series/qrdo243
xz8gUGXI,I'm Not That Kind of Talent,Reading,,49,2025-12-13,"Jeo Geureon Injae Animnida,I'm Not That Kind of Person,我不是那种人才,我不是那種人才,Би тийм чадварлаг биш,Aku Bukan Orang Seperti Itu,Ta Không Tài Giỏi Đến Vậy Đâu,저 그런 인재 아닙니다,No soy esa clase de talento,Je ne suis pas celui que vous croyez,Não tenho o talento que dizem!,ผมไม่ได้เก่งอย่างที่คิด,そんな人材じゃありません",https://myanimelist.net/manga/155726,https://anilist.co/manga/158448,https://www.mangaupdates.com/series/al35l5c
_8BpMfmj,Relife Player,Reading,,47,2025-17-13,"리라이프 플레이어,Re:Life Player,Re: Life Player,RELIFE PLAYER ～不死身の狂戦士の回帰～,Вернувшийся игрок,Однажды умерший игрок,不灭玩家的轮回",https://myanimelist.net/manga/154232,https://anilist.co/manga/159438,https://www.mangaupdates.com/series/12lnw56
7SN7ASMA,Time Roulette,Reading,,61,2025-14-13,"Рулетка времени,Путешествуя во времени, я становлюсь сильнее!,타임룰렛,Time Ruler,타임 룰렛",https://myanimelist.net/manga/148026,https://anilist.co/manga/138576,https://www.mangaupdates.com/series/8y7glnp
CN27Jqil,My Sister is a Big Star,Reading,,209,2025-16-13,"我的姐姐是大明星,Kakakku Adalah Seorang Bintang,Chị Gái Tôi Là Đại Minh Tinh,My Elder Sister Is the Great Celebrity,My Elder Sister Is the Superstar,Wǒ De Jiějiě Shì Dà Míngxīng,My Sister Is a Superstar,Wo De Jiejie Shi Da Mingxing,My Sister Is a Big Star",,https://anilist.co/manga/151916,https://www.mangaupdates.com/series/dzt3d7f
xCuM1_rB,Apocalypse Online,Reading,,197,2025-18-13,"Battle Through the Apocalypse,Chư Giới Tận Thế Online,このゲーム世界に救いを,诸界末日在线,World's Apocalypse Online,게임이라는 이 세계에 구원을,Zhu Jie Mo Ri Zai Xian",,https://anilist.co/manga/134858,https://www.mangaupdates.com/series/175311
LUhI_sRf,Master of the Martial Arts Library,Reading,,38,2025-18-13,"The Martial Arts Library's Master,Lord of the Martial Arts Library,무공서고의 주인,武功書庫の主",https://myanimelist.net/manga/168906,https://anilist.co/manga/193640,https://www.mangaupdates.com/series/qxlbeno
iY4z_27d,Arafoo Kenja no Isekai Seikatsu Nikki,Reading,,26,2025-34-13,"Around 40 Kenja no Isekai Seikatsu Nikki,Дневник 40-летнего мудреца в другом мире,アラフォー賢者の異世界生活日記,The Diary of a Sage Around 40 Living in Another World,賢者大叔的異世界生活日記,Arafo Kenja no Isekai Seikatsu Nikki",https://myanimelist.net/manga/116922,https://anilist.co/manga/103554,https://www.mangaupdates.com/series/149663
lFO20sy5,"Story of a ""Jobless"" Champion and a Princess Who Together Find Their Happiness",Reading,,5.1,2025-15-13,"たとえば俺が、チャンピオンから王女のヒモにジョブチェンジしたとして。,Jobless Champion and a Princess,만약 내가, 챔피언에서 왕녀의 기둥서방으로 전직한다면,如果作为冠军的我成为了公主的小白脸,Tatoeba Ore ga, Champion kara Oujo no Himo ni Job Change Shita to Shite,만약 내가, 챔피언에서 왕녀의 기둥서방으로 전직한다면.,Tatoeba Ore ga, Champion kara Oujo no Himo ni Job Change Shita to Shite.",https://myanimelist.net/manga/134276,https://anilist.co/manga/122281,https://www.mangaupdates.com/series/173704
yemIcUwi,The Gourmet Gamer,Reading,,73,2025-25-13,"식사하고 가세요!,Eat and Go!,Великолепный вкус,Siksahago Gaseyo!,お食事はいかがですか？,Please Have a Meal!,Por favor, coma!,Gourmet Gamer,Leveling gourmet,Please Have a Meal,请您先用餐！",https://myanimelist.net/manga/150431,https://anilist.co/manga/136672,https://www.mangaupdates.com/series/180601
a3YTTv6T,Devil Sword King,Reading,,26,2025-33-20,"마검왕,Raja Pedang Iblis,ราชันดาบพิชิตมาร,魔剑王",https://myanimelist.net/manga/153702,https://anilist.co/manga/131793,https://www.mangaupdates.com/series/155364
PPI5OzIP,Climbing the Tower That Even the Regressor Couldn't,Reading,,37,2025-19-13,"Climbing a Tower Which Even Regressors Couldn't Conquer,회귀자도 못 깬 탑 등반합니다,I Will Climb the Tower That Even Regressors Couldn't Conquer,Climbing the Tower that Even the Regressor Couldn't,回帰者もクリアできなかった塔を征服してみせます",,https://anilist.co/manga/170711,https://www.mangaupdates.com/series/v7qef89
cOf7TfEw,Keyboard Immortal,Reading,,38,2025-30-13,"陆地建仙,陸地鍵仙,Earthen Keyboard Immortal",,https://anilist.co/manga/141681,https://www.mangaupdates.com/series/xxw0wyv
CUYRo3us,Doctor Player,Reading,,64,2025-26-13,"닥터 플레이어,Dr. Player,ドクター・プレイヤー",https://myanimelist.net/manga/155703,https://anilist.co/manga/158221,https://www.mangaupdates.com/series/w0jraos
1CvYWPT1,The Archmage Returns After 4000 Years,Reading,,160,2025-27-13,"4000년 만에 귀환한 대마도사,4000Nyeon Mane Gwihwanhan Daemadosa,Sang Penyihir Agung Kembali Setelah 4000 Tahun,Архимаг, который вернулся спустя 4000 лет,The Great Mage Returns After 4000 Years,الساحر العظيم يعود بعد 4000 عام,بازگشت ساحر اعظم پس از ۴ هزار سال,มหาจอมเวทผู้กลับมาอีกครั้งหลัง 4000 ปี,جادوگر بزرگ پس از ۴۰۰۰ سال برمی‌گردد,Kembalinya Sang Archmage Setelah 4000 Tahun,4000年后重生异世界的大魔导师,El Retorno del Gran Mago Después de 4000 Años,4000年ぶりに帰還した大魔導士,LE RETOUR DU GRAND MAGE,4000年後重生的大魔導士,Le retour du grand Mage,四千年后重生异世界的大魔导师,4000 Nyeon Mane Gwihwanhan Daemadosa,El gran mago regresa después de 4000 años,Архимаг, который вернулся спустя четыре тысячи лет,Die Rückkehr des grossen Magiers,El flipante mago regresa después de 4 milenios,Архимаг, который вернулся 4000 лет спустя,Архимаг, который вернулся спустя четыре тысячи лет,Архимаг, который вернулся 4000 лет спустя,Die Rückkehr des grossen Magiers",https://myanimelist.net/manga/147693,https://anilist.co/manga/118424,https://www.mangaupdates.com/series/166376
ICwHtZ6g,FFF-Class Trashero,Reading,,115,2025-28-13,"FFF-Class Trash Hero,人格FFF級のため魔王討伐やり直しになりました,FFF급 관심용사,Ублюдок FFF-ранга,FFF級 渣英雄,由於人格FFF級，重新開始了討伐魔王,FFF级勇士求关注,Jinkaku FFF-kyū no Tame Maō Tōbatsu Yarinaoshi ni Narimashita,ผู้กล้าขยะ คลาส FFF,FFF급관심용사,FFF급관심용사,Heroe Basura de Clase FFF,Héros de rang F,Jinkaku FFF-kyuu no Tame Maou Toubatsu Yarinaoshi ni Narimashita",https://myanimelist.net/manga/147463,https://anilist.co/manga/113666,https://www.mangaupdates.com/series/158360
0ej5RugF,Hazure Aka Madoushi wa Kenja Time ni Musou Suru,Reading,,8,2025-30-13,"ハズレ赤魔道士は賢者タイムに無双する,廢材赤魔導士在賢者時間裡是無敵的,The Loser Red Mage is Unmatched in Sage Time,废材赤魔导士在贤者时间里是无敌的,Hazure Akamadoushi wa Kenja Time ni Musou suru",https://myanimelist.net/manga/133028,https://anilist.co/manga/124523,https://www.mangaupdates.com/series/174221
SSjrs1oG,Welcome to Sylvia's Garden,Reading,,,0000:00:00,"Hello, I'm a Gardener!,Hello, I'm the Gardener!,Sirabie's Garden,안녕하세요, 정원사입니다,Bienvenue Au Jardin De Sylvia,Bienvenue dans le jardin de Sylvie,Willkommen in Sylvias Garten,異世界のお庭へようこそ",,https://anilist.co/manga/141618,https://www.mangaupdates.com/series/186284
YA3QwCnU,Apocalyptic Forecast,Reading,,20,2025-20-13,"天启预报,Apocalypse Forecast,Tiānqǐ Yùbào,Tianqi Yubao",,https://anilist.co/manga/140547,https://www.mangaupdates.com/series/188312
oI0bGF0e,Great Doctor Ling Ran,Reading,,164,2025-26-13,"大医凌然,Dr. Ling Ran,The Making Of A Miraculous Doctor,Bác Sĩ Lăng Nhiên,Bác sĩ Lăng Nhiên,Da Yi Lingran,The Rise of the Prodigy Surgeon,Đại Y Lăng Nhiên,最上の外科医～Dr.鳴宮〜,最上の外科医～Dr鳴宮〜,레벨업에 미친 의사",,https://anilist.co/manga/135257,https://www.mangaupdates.com/series/a6geuix
FipRSDci,"Shachiku, Dungeon Darake no Sekai de Koyuu Skill ""Gouyoku"" wo Te ni Irete Saikyou no Balance Breaker ni Naru",Reading,,13,2025-27-13,"社畜、ダンジョンだらけの世界で固有スキル『強欲』を手に入れて最強のバランスブレーカーになる　～会社をやめてのんびり暮らします～,A Corporate Slave in a World Full of Dungeons Acquires the Innate Skill Greed and Becomes the Strongest Balance Breaker~i Quit My Job to Live a Carefree Life~,A Corporate Slave in a World Full of Dungeons Acquires the Innate Skill Greed and Becomes the Strongest Balance Breaker ~I Quit My Job to Live a Carefree Life~,Shachiku, Dungeon Darake no Sekai de Koyuu Skill ""Gouyoku"" wo Te ni Irete Saikyou no Balance Breaker ni Naru: Kaisha wo Yamete Nonbiri Kurashimasu",,https://anilist.co/manga/142606,https://www.mangaupdates.com/series/4bac4n0
hLughTbD,A Sword's Evolution Begins From Killing,Reading,,68,2025-35-13,"Starting Massacring to Evolve From a Sword,从一把剑开始杀戮进化,Cóng Yī Bǎ Jiàn Kāishǐ Shālù Jìnhuà,Cong Yi Ba Jian Kaishi Shalu Jinhua",,https://anilist.co/manga/157578,https://www.mangaupdates.com/series/hdlhb05
MxqEP2Ke,The Last Cultivator,Reading,,,0000:00:00,"最后的修仙者,Zuihou De Xiuxian Zhe,Zuìhòu De Xiūxiān Zhě,Girls, Magic and Immortal Cultivators,Meizi, Mofa Yu Xiuxian Zhe,Mèizi, Mófǎ Yǔ Xiūxiān Zhě,妹子、魔法与修仙者",,,https://www.mangaupdates.com/series/ikwp6fw
Xsd_Rgjf,Yongsa High: Dungeon Raiders,Reading,,43,2025-46-13,"Yongsagogyo Deonjeongongryakgwa,용사고교 던전공략과,Warrior High School - Dungeon Raid Department,Ensino Médio de Guerreiros,勇士高校·地下城攻掠专业,勇者高校ダンジョン攻略科,El instituto de los guerreros – Departamento de asaltos a mazmorras,Le lycée des guerriers",https://myanimelist.net/manga/152825,https://anilist.co/manga/155967,https://www.mangaupdates.com/series/x0yjpbp
VKVOto2A,A Monstrous First Day,Reading,,44,2025-52-13,"임기 첫날에 게이트가 열렸다,A Monstrous First Day,A Gate Opened on My First Day as a Politician,任期初日にゲートが開いた",https://myanimelist.net/manga/157424,https://anilist.co/manga/153084,https://www.mangaupdates.com/series/2t9f1th
JU9DZl25,Useless Wizard,Reading,,27,2025-23-13,"底辺魔術士～工作スキルでリスタート～,底辺魔術士",,https://anilist.co/manga/160594,https://www.mangaupdates.com/series/wniy5ld
xvtaPT9G,The Genius Medicinal Mage,Reading,,45,2025-28-13,"Drug-Eating Genius Mage,약먹는 천재 마법사,Genius Wizard Takes Medicine,El mago prodigio devorador de medicina,Yakmeokneun Cheonjaemabeopsa,天才魔法使いは今日も薬を飲む,没药根本撑不住的魔法师,The Genius Medicinal Mage,Toxico-Mage",https://myanimelist.net/manga/156735,https://anilist.co/manga/162190,https://www.mangaupdates.com/series/cjznhgu
XQNbD685,48 Hours a Day,Reading,,46,2025-32-13,"我的一天有48小时,48 HOURS〜時間停止の世界で俺に送られたプレゼント〜,I Have 48 Hours a Day,I Have 48 Hours Everyday's Day,Wo De Yitian You 48 Xiaoshi,Wǒ De Yītiān Yǒu 48 Xiǎoshí",,https://anilist.co/manga/155627,https://www.mangaupdates.com/series/uuh6zo3
jiZIySx6,"Holy Chef, Crazy Empress",Reading,,263,2025-26-13,"Shen Chu Kuang Hou,神厨狂后,Crazy Queen of Magic Kitchen,Koki Sakti, Permaisuri Gila,Mad Queen of the Magic Kitchen,神廚狂後",,https://anilist.co/manga/112702,https://www.mangaupdates.com/series/149950
wJXOldyb,Life and Death: The Awakening,Reading,,43,2025-31-13,"생사결: 깨어나는 진인,생사결: 여래의 복수,Life and Death: The Revenge of Tathagata,Saengsagyeol: Kkaeeonaneun Jinin,The Secret to Life and Death,生死诀",,https://anilist.co/manga/129761,https://www.mangaupdates.com/series/168635
lunJyPAP,Celebrating the Remaining Life,Reading,,26,2025-42-13,"Joy of Life,庆余年,Celebrating More Than One Year,Qìng Yú Nián,庆余年 (绘世TONY),Qing Yu Nian",,,https://www.mangaupdates.com/series/qqy45ri
99vGN8jR,Revolutionary Restart for the Blue Rose Princess (Official),Reading,,27.1,2025-29-13,"Aobara-hime no Yarinaoshi Kakumeiki,Aoi Bara Hime no Yarinaoshi Kakumeiki,Princess Blue Rose and Rebuilding Kingdom,Redemption of the Blue Rose Princess,Aobarahime no Yarinaoshi Kakumeiki,The Redemption of the Blue Rose Princess,The Revolutionary Redo of Princess Blue Rose,蓝薔薇 公主的重生革命记,青薔薇姫のやりなおし革命記",https://myanimelist.net/manga/132458,https://anilist.co/manga/125689,https://www.mangaupdates.com/series/165865
