hid,title,type,rating,read,last_read,synonyms,mal,anilist,mangaupdates
VshYPNo_,The Evil Princess Dreams of a Gingerbread House,Reading,,51,2025-14-09,"ag-yeog hwangnyeonim-eun gwajajib-eseo salgo sip-eo,Принцесса-злодейка хочет жить в магазине сладостей,Я хочу жить в кондитерской,악역 황녀님은 과자집에서 살고 싶어,I want to live in a candy store,The Villainous Princess Wants to Live in a Cookie House,The Villainous Princess Wants to Live in a Gingerbread House,องค์หญิงตัวร้ายขออยู่ในบ้านขนม,悪役皇女様はお菓子の家に住みたい,反派皇女想在甜点屋生活,皇女住在甜品屋,皇家魔法烘焙坊",https://myanimelist.net/manga/148489,https://anilist.co/manga/135109,https://www.mangaupdates.com/series/182352
3XyYPrPj,Time-Limited Genius Dark Knight,Reading,,82,2025-15-09,"Terminally-Ill Dark Knight,余命宣告された天才暗黒騎士,O gênio cavaleiro negro em condição terminal,อัศวินดำล่าท้าเวลา,身患绝症的天才暗黑骑士,絕症天才暗黑騎士,시한부 천재 암흑기사,Terminally-Ill Dark Knight (French),Time Limited Genius Dark Knight,El prodigioso caballero oscuro con tiempo limitado,Terminally-Ill Genius Dark Knight,Sihanbu Cheonjae Amheukgisa,Time Limited Genius Dark Knight",https://myanimelist.net/manga/159015,https://anilist.co/manga/165182,https://www.mangaupdates.com/series/zeu3fx5
igAJQ2K1,Kono Sekai no Kouryakubon wo Hirotteshimaimashita,Reading,,8,2025-12-09,"この世界の攻略本を拾ってしまいました,Nhặt Được Cẩm Nang Vượt Ải Của Thế Giới Này,Kono Sekai no Kouryakuhon o Hirotte Shimaimashita,Kono Sekai no Kouryokubon wo Hirotte Shimaimashita,I ran into a strategy guide to this world.,I Happened To Pick Up A Strategy Guide For This World,I Picked Up This World's Strategy Guide!,Kono Sekai no Kouryakuhon wo Hirotte Shimaimashita,I Picked Up This World's Strategy Guide",https://myanimelist.net/manga/155372,https://anilist.co/manga/161642,https://www.mangaupdates.com/series/4813il1
4kXWiyKo,An Extraordinary Guardian,Reading,,,0000:00:00,"Extraordinary Guardian Deity,남다른 수호신",,,https://www.mangaupdates.com/series/e8rpeae
8lo1IfDe,King of the Labyrinth,Reading,,9.3,2025-12-09,"迷宮の王,Meikyuu no Ou",https://myanimelist.net/manga/149479,https://anilist.co/manga/138719,https://www.mangaupdates.com/series/191855
EnXtz6mM,Yajin Tensei: Karate Survivor in Another World,Reading,,34,2025-09-09,"野人転生,野人転生: KARATE SURVIVOR IN ANOTHER WORLD,Salvaje Reencarnado,Реінкарнація Дикуна: Каратист, що вижив у іншому світі,Karate Survivor in Another World,Reincarnated Savage: Karate Survivor in Another World,Yajin Tensei,Yajin Tensei Karate Survivor in Another World",https://myanimelist.net/manga/120309,https://anilist.co/manga/125726,https://www.mangaupdates.com/series/162091
0tg_vcb6,Meccha Shoukan Sareta Ken,Reading,,24,2025-13-09,"めっちゃ召喚された件 THE COMIC,Meccha Shoukan Sareta Ken,Summoned to a parallel fantasy world many times,Meccha Shoukan Sareta Ken THE COMIC,Призванный в параллельные фэнтези миры несколько раз,อัญเชิญอยู่ได้ไม่ไหวแล้วนะครับ,Metcha Shoukan Sareta Ken THE COMIC,Kẻ Được Triệu Hồi Tới Thế Giới Giả Tưởng Vô Số Lần!!,Oversummoned, Overpowered, and Over It!,Призванный в параллельные фэнтези миры несколько раз,อัญเชิญอยู่ได้ไม่ไหวแล้วนะครับ",https://myanimelist.net/manga/130858,https://anilist.co/manga/134141,https://www.mangaupdates.com/series/170491
8AlFNdkm,The Hero's Ready to Retire,Reading,,27,2025-12-09,"I'm Done Being a Hero, Even If It's Retirement,영웅은 됐어요, 은퇴라면 몰라도,Yeongungeun Dwaesseoyo, Euntoeramyeon Mollado,英雄には疲れました。引退してもよろしいですか？,退休还行，英雄就算了",https://myanimelist.net/manga/172014,https://anilist.co/manga/184529,https://www.mangaupdates.com/series/7eu5x1p
6lGngmne,The Perfect Hybrid,Reading,,99,2025-13-09,"규격 외 혈통 천재,Extraordinary Descent Genius,Genie der Ultra-Klasse,規格外血統天才,超乎常理的血統天才,Prodige Hors Norme (Webtoon),Genius of the Unique Lineage,Prodige Hors Norme,อัจฉริยะนอกคอก,規格 外 血統 天才,規格外の血統天才,非凡的血统天才,Gênio de Linhagem Única",https://myanimelist.net/manga/153898,https://anilist.co/manga/153869,https://www.mangaupdates.com/series/6qg2sk7
LgYBjR53,The Time of Rebirth,Reading,,102,2025-14-09,"我被困在同一天十万年,I Was Stuck On The Same Day For 100,000 Years,I Was Trapped On The Same Day For A Hundred Millenium,I was Stuck on the Same Day for One Hundred Thousand Years",,,
y5xnmbM4,My Master Knows Everything,Reading,,13,2025-09-09,"我的师父什么都懂亿点点,Wo De Shifu Shenme Dou Dong Yi Diandian,Wǒ De Shīfu Shénme Dōu Dǒng Yì Diǎndiǎn,落ちこぼれなんかやめてやる！,My Master Knows It All",,,https://www.mangaupdates.com/series/kfpq47q
Jqs42VKf,Gendai Shakai de Otome Game no Akuyaku Reijou wo Suru no wa Chotto Taihen,Reading,,18,2025-10-09,"Tidak mudah membangun kerajaan perusahaan sebelum runtuh,現代社会で乙女ゲームの悪役令嬢をするのはちょっと大変,Modern Villainess: It’s Not Easy Building A Corporate Empire Before The Crash,Gendai Shakai de Otome Game no Akuyaku Reijou wo suru no wa Chotto Taihen,Gendai Shakai de Otome Game no Akuyaku Reijou o Suru no wa Chotto Taihen,It's a Little Hard to Be a Villainess of a Otome Game in Modern Society,Modern Villainess: It's Not Easy Building a Corporate Empire Before the Crash",https://myanimelist.net/manga/154504,https://anilist.co/manga/142990,https://www.mangaupdates.com/series/h7s0ujf
6JGHJ9vG,Drunken D-Rank Pulls Out the Legendary Sword (Official),Reading,,16.1,2025-11-09,"Mannen D-Rank no Chuunen Boukensha, Yotta Ikioi de Densetsu no Ken o Hikkonuku,Mannen D-rank no Chuunen Boukensha, Yotta Ikioi de Densetsu no Ken wo Hikkonuku,万年Dランクの中年冒険者、酔った勢いで伝説の剣を引っこ抜く,万年D级的中年冒险者、借着酒势拔出了传说之剑",https://myanimelist.net/manga/120120,https://anilist.co/manga/105089,https://www.mangaupdates.com/series/153259
GHKH5mv0,The Academy’s Genius Tamer,Reading,,30,2025-19-09,"아카데미의 천재 테이머,The Academy's Genius Tamer,Academy's Genius Tamer,The Genius Tamer of the Academy",https://myanimelist.net/manga/173809,https://anilist.co/manga/183698,https://www.mangaupdates.com/series/nahdmoa
WUZYAVVM,Behold the True Villainess,Reading,,55,2025-24-09,"不是谁都能当恶女,악녀는 아무나 하나,悪女って簡単なものじゃないからっ！,Cualquiera puede ser una villana,No cualquiera puede convertirse en una Villana,Agnyeoneun Amuna Hana,Not Just Anyone Can Become a Villainess,Хэн ч хорон санаатан байж чадна,Not Just Anybody Can Become a Villainess,Anyone Can Become a Villainess,Voilà la vraie méchante,Ai cũng có thể làm ác nữ,叛逆的神女,To Become a Villainess Is Not for Everyone,Angnyeoneun Amuna Hana,Anyone Can Become a Villainous,To Become a Villainess Is Not for Everyone (Indonesian)",,https://anilist.co/manga/129881,https://www.mangaupdates.com/series/177177
cecsONMY,The Princess in the Attic,Reading,,37,2025-27-09,"Attic Princess,다락방 황녀님,Daragbang Hwangnyeonim,閣樓公主,閣樓裡的公主,閣樓間皇女,Putri loteng,La princesa del atico,La princesse du grenier,The Princess of the Attic,阁楼里的公主,閣樓裡的皇女,屋根裏部屋の皇女様,องค์หญิงห้องใต้หลังคา,La princesa del ático,Принцесса с чердака",https://myanimelist.net/manga/148744,https://anilist.co/manga/148342,https://www.mangaupdates.com/series/199278
imQ6qqjK,"Moto Juui no Reijou wa Konyaku Haki Saremashitaga, Mofumofu-tachi ni Daininkidesu!",Reading,,16,2025-18-09,"Moto Juui no Reijou wa Konyaku Haki Saremashita ga, Mofumofu-tachi ni Daininki desu!,The Former Veterinarian Turned Duke's Daughter Has Had Her Engagement Broken off, but She's Still Very Popular with Fluffy Beings!,元獣医の令嬢は婚約破棄されましたが、もふもふたちに大人気です！,Former Vet Lady Has Had Her Engagement Called off, but Is Very Popular With the Fluffies!,The Daughter Is a Former Veterinarian Has Been Abandoned, but Is Very Popular With Mofumofu!,The Duke's Daughter Is a Former Veterinarian Who Has Been Abandoned, but Is Very Popular with Fluffy Beings!,Former Vet Lady Has Had Her Engagement Called Off, but is Very Popular With the Fluffies!",https://myanimelist.net/manga/143927,https://anilist.co/manga/146342,https://www.mangaupdates.com/series/172933
9gGRLZ10,Mikiri kara Hajimeru Garyuu Kenjutsu,Reading,,5.5,2025-13-09,"見切りから始める我流剣術,My Style Of Swordsmanship",https://myanimelist.net/manga/172351,,https://www.mangaupdates.com/series/5sayvku
mZF3uF35,The Advanced Player of the Tutorial Tower,Reading,,160,2025-34-09,"Туториал продвинутого игрока в башне,Zaawansowany gracz wieży samouczka,튜토리얼 탑의 고인물,Tutorial Tabui Goinmul,L'expert de la Tour Tutoriel,El jugador avanzado de la torre del tutorial,Pemain Level Tinggi Menara Tutorial,The Master Of Tutorial Tower,برجِ تمرینیِ بازیکنِ پیشرفته,チュートリアル塔の廃人,ผู้เล่นขั้นเทพแห่งหอคอยฝึกสอน,被塔诅咒的猎人,The Tutorial Tower's Advanced Player,被塔詛咒的獵人,Der Fortgeschrittene Spieler des Tutorialturms,Опытный игрок Учебной Башни,Der fortgeschrittene Spieler des Tutorialturms,L'expert de la tour tutoriel [Webtoon French],The Advanced Player of the Tutorial Tower [French],Eğitim Kulesi'nin Usta Oyuncusu,The Tutorial Tower of the Advanced Player",https://myanimelist.net/manga/146742,https://anilist.co/manga/119276,https://www.mangaupdates.com/series/166529
dmS_5Z9M,Isekai de Mizu no Dai Seirei Yattemasu,Reading,,10,2025-35-09,"異世界で水の大精霊やってます。,Isekai de Mizu no Dai Seirei Yattemasu.,I’m working as the Great Water Spirit in another world",https://myanimelist.net/manga/175405,https://anilist.co/manga/168728,https://www.mangaupdates.com/series/ayljayt
SscmM0q0,Karsearin: Adventures of a Red Dragon,Reading,,18,2025-12-09,"Carsearin,카르세아린,Kalsarin,Супер Дракон Карсеарин,Супердракон Карсеарин,赤竜カルセアリン,超龍傳記 Kalsearin,雏龙战记,雛龍戰記,초룡전기 카르세아린,Kaleusealin,Kalsarin y sus aventuras en el mundo humano,Kalsearin,Kalsearin: The Biography of the Super Dragon,Kalsearin: The Super Dragon Biography,Kareusearin,Karsearin,Karsearin: Petualangan Naga Merah,Karséarin,Карсеарин,Cuộc Phiêu Lưu Của Cậu Bé Rồng,Kalsarin, Rồng Lửa Trọng Sinh Tại Nhân Loại,Rồng Lửa Trọng Sinh Tại Nhân Loại,Rồng Lửa Trọng Sinh Tại Nhân Loại Chương",https://myanimelist.net/manga/149191,https://anilist.co/manga/123512,https://www.mangaupdates.com/series/171350
ABHLp8eI,Isekai ni Otosareta... Jouka wa Kihon!,Reading,,15.1,2025-22-09,"Flung into a New World? Time to Lift the 200-Year Curse!,Isekai ni Otosareta... Jouka wa Kihon!,Dropped in a Different World... @Comic,Dropped into Another World... @ COMIC,異世界に落とされた…浄化は基本！,異世界に落とされた…＠COMIC,Isekai ni Otosareta... @COMIC,Flung into a New World? Time to Lift the 200-Year Curse,Isekai ni Otosareta... Jouka wa Kihon!,異世界に落とされた…浄化は基本！@COMIC,Rơi vào Dị Giới... Tôi chủ yếu đi Thanh Tẩy !",https://myanimelist.net/manga/132139,https://anilist.co/manga/127666,https://www.mangaupdates.com/series/172656
5gRl2U5I,Strongest Level 1,Reading,,45,2025-13-09,"Unbeatable Level 1,Unbeatable Lv.1,최강 레벨 1,Непобедимый первый уровень,Сильнейший первый уровень,レベル１の最強ハンター,Unbeatable Lv. 1",,https://anilist.co/manga/191829,https://www.mangaupdates.com/series/z33dv17
Els3f80A,Space Brothers,Reading,,375,2025-21-09,"Frères de l'espace,宇宙兄弟,Hermanos del espacio,สองสิงห์ อวกาศ,Irmãos Espaciais,Uchuu Kyoudai,Fratelli nello spazio,Uchu Kyodai,Uchū Kyōdai,Anh Em Phi Hành Gia,สองสิงห์อวกาศ (VBK)",https://myanimelist.net/manga/14483,https://anilist.co/manga/44483,https://www.mangaupdates.com/series/24720
Ag7Wfq16,Akuyaku Reijou no Naka no Hito ~Danzai sareta Tenseisha no Tame Usotsuki Heroine ni Fukushuu Itashimasu~,Reading,,,0000:00:00,"惡役千金的真面目～為被定罪的轉生者向騙子女主報復～,悪役令嬢の中の人～断罪された転生者のため嘘つきヒロインに復讐いたします～,The One Within the Villainess,La persona dentro de la villana,Та, що всередині лиходійки,恶役千金的真面目～为被定罪的转生者向骗子女主报复～,악역 영애 안의 사람,Kẻ cư ngụ bên trong ác nữ,La persona dentro de la villana,The One Within the Villainess (Meian),The One Within the Villainess,Та, що всередині лиходійки,恶役千金的真面目～为被定罪的转生者向骗子女主报复～,悪役令嬢の中の人～断罪された転生者のため嘘つきヒロインに復讐いたします～,惡役千金的真面目～為被定罪的轉生者向騙子女主報復～,악역 영애 안의 사람,Akuyaku Reijou no Naka no Hito,La fille au sein de l'antagoniste,Celle à l'intérieur de la vilaine,Didalam Diri Seorang Villaness,Ác Nữ chuyển sinh",https://myanimelist.net/manga/148542,https://anilist.co/manga/148305,https://www.mangaupdates.com/series/192088
aHIxKG_W,Final Boss Fake-out: The Protagonist Thinks He Killed Me So Now I'm Free! (Official),Reading,,26,2025-16-09,"Last Boss, Yamete Mita - Shujinkou ni Taosareta Furi Shite Jiyuu ni Ikite Mita,I Tried to Stop Being the Last Boss ~I Pretended to be Defeated by the Main Character and Tried to Live Freely~,Last Boss, Yametemita - Shujinkou ni Taosareta Furi Shite Jiyuu ni Ikitemita,Last Boss, Yametemita ~Shujinkou ni Taosareta Furi Shite Jiyuu ni Ikitemita~,ラスボス、やめてみた ～主人公に倒されたふりして自由に生きてみた～,라스트 보스, 그만둬 보았다,Final Boss Fake-out,Final Boss Fake-out: The Protagonist Thinks She Killed Me So Now I'm Free!",https://myanimelist.net/manga/149276,https://anilist.co/manga/132501,https://www.mangaupdates.com/series/176861
K8oNdRy6,Zero 0 - Jikuu Mahou de Mirai wo Kaeru,Reading,,50,2025-16-09,"Zero 0 - Transcending the Future With Space-Time Magic,Zero0: A Space-Time Mage,제로0 - 미래를 바꾸는 마도사,Zero 0 - Transcending the Future With Space-Time Magic,Zero0: A Space-Time Mage,時空魔導師: 從零開始,제로0 - 미래를 바꾸는 마도사,Zero 0 Jikuu Mahou de Mirai wo Kaeru,ゼロ0〜時空魔法で未来を超える〜,Zero 0 – Transcending the Future with Space-Time Magic",,https://anilist.co/manga/189710,https://www.mangaupdates.com/series/5rapqz4
qZWKB0GC,It Starts With a Mountain,Reading,,505,2025-19-09,"开局一座山,Starting with a Mountain,Kāijú Yī Zuò Shān,Kāijú Yīzuò Shān,Ta Có Một Sơn Trại,Kaiju Yi Zuo Shan,I Have a Shanzhai,Rise of the Mountain Chief,Start a Mountain,퀘스트 : 지상 최고의 산적,퀘스트: 지상 최고의 산적,Comienza con una Montaña,Tối Cường Sơn Tặc Hệ Thống",,https://anilist.co/manga/141581,https://www.mangaupdates.com/series/177147
qKVgbJaJ,Surviving as a Maid,Reading,,24,2025-17-09,"Hizmetçi Olarak Hayatta Kalmak,Sinyeoro Saranamgi,시녀로 살아남기,Guide de survie de la servante,ภารกิจรอดชีวิตของสาวใช้,メイドとして生き残ります,以女仆的身分活下來,侍女只想活下去,侍女小姐想活命",https://myanimelist.net/manga/146715,https://anilist.co/manga/122055,https://www.mangaupdates.com/series/167175
oTXBvTen,Chouetsu-sha to Natta Ossan wa My Pace ni Isekai wo Sansaku Suru,Reading,,23,2025-24-09,"Chouetsu-sha to Natta Ossan wa My Pace ni Isekai o Sansaku Suru,超越者となったおっさんはマイペースに異世界を散策する,A Middle-aged Guy Turned Transcendent Explores a Different World at His Own Pace,Chouetsu-sha to Natta Ossan wa My Pace ni Isekai wo Sansaku Suru,Chouetsusha to Natta Ossan wa My Pace ni Isekai o Sansaku Suru",https://myanimelist.net/manga/134855,https://anilist.co/manga/190314,https://www.mangaupdates.com/series/177508
6rHYXVOs,There's Something Wrong With this Account,Reading,,136,2025-11-18,"Such Venomous,This Account is Ridiculous,This Is Poisonous,Zhè Hào Yǒu Dú,Zhe Hao You Du,这号有毒,レベル1から始まる修仙世界",,https://anilist.co/manga/177691,https://www.mangaupdates.com/series/ye1fu5o
iwSDN5tQ,Drawing: Saikyou Mangaka wa Oekaki Skill de Isekai Musou Suru!,Reading,,98,2025-17-09,"作畫 最強漫畫家利用繪畫技能在異世界開無雙！,DRAWING 最强漫画家利用绘画技能在异世界开无双,Drawing: The Greatest Manga Artist Is Unrivaled in Another World With His Drawing Skills!,ドローイング 最強漫画家はお絵かきスキルで異世界無双する！,ドローイング 最強漫画家はお絵描きスキルで異世界無双する,Drawing: The Greatest Mangaka Becomes a Skilled ""Martial Artist"" in Another World,ドローイング　最強漫画家はお絵描きスキルで異世界無双する！,Drawing: Mangaka Mạnh Nhất Với Kỹ Năng Vẽ Tranh Vô Song Tại Dị Giới,DRAWING 最强漫画家利用绘画技能在异世界开无双,ドローイング 最強漫画家はお絵描きスキルで異世界無双する",https://myanimelist.net/manga/146618,https://anilist.co/manga/140527,https://www.mangaupdates.com/series/u0y8moi
oJNlfPN6,How to Clear a Dating Sim as a Side Character,Reading,,44,2025-20-09,"미연시게임 속 하찮은 엑스트라,乙女ゲームのモブキャラになりました,被迫在乙女游戏里养鱼,戀愛遊戲通關攻略,ฉันเนี่ยนะ ตัวประกอบในเกมออกเดต,Side Character in the Game,Amor real en una simulación,Miyeonsigeim Sok Hachaneun Extra,A Trivial Extra in a Dating Sim,Як очистити симулятор побачень в якості другорядного персонажа,A Trivial Extra on Dating Simulation Game,ตัวประกอบผู้ไม่สำคัญในเกมจีบหนุ่ม",https://myanimelist.net/manga/154726,https://anilist.co/manga/148892,https://www.mangaupdates.com/series/0jz5zqq
OziNNdnr,Toaru Chiisana Mura no Cheat na Kajiya-san,Reading,,12,2025-24-09,"とある小さな村のチートな鍛冶屋さん,A Cheat Blacksmith in a Small Village,That Time God Killed me by Accident and Brought me Back as a Blacksmith in  Another World,That Time God Killed Me by Accident and Brought Me Back as a Blacksmith in Another World",https://myanimelist.net/manga/155462,https://anilist.co/manga/141562,https://www.mangaupdates.com/series/pv2hg1f
x0pvbKyT,"Souzou Renkinjutsushi wa Jiyuu wo Ouka suru: Kokyou wo Tsuihou saretara, Maou no Ohizamoto de Chouzetsu Kouka no Magic Item Tsukuri-houdai ni Narimashita",Reading,,8.1,2025-34-09,"創造錬金術師は自由を謳歌する 故郷を追放されたら、魔王のお膝元で超絶効果のマジックアイテム作り放題になりました,The Creation Alchemist Enjoys Freedom: If I Am Exiled From My Hometown, I Can Make Magic Items With Transcendent Effects at the Knees of the Demon Lord,Um Alquimista Criativo Desfruta da Liberdade: Após ser Banido de sua Cidade Natal, ele se viu nas mãos do Rei Demônio, onde Podia Criar Livremente itens Mágicos com Efeitos Incríveis,The Creation Alchemist Enjoys Freedom -If I Am Exiled From My Hometown, I Can Make Magic Items With Transcendent Effects at the Knees of the Demon Lord-,Souzou Renkinjutsu-shi wa Jiyuu wo Oukasuru Furusato wo Tsuihou saretara, Maou no wo Hizamoto de Chouzetsu Kouka no Magic Item Tsukuri Houdai ni Narimashita,Un Alquimista Creativo Celebra la Libertad Después de Ser Desterrado",https://myanimelist.net/manga/152596,https://anilist.co/manga/135174,https://www.mangaupdates.com/series/9br0kpf
Cg6tjKfH,Respawn: Usurping the Imperial Throne with my Extra Lives,Reading,,6,2025-20-09,リスポーン 残機スキルで皇位簒奪,,,
pPyyTM5N,"I Was Called Inept at Home, but Turns Out I'm Super Adept Compared to the Rest of the World",Reading,,22,2025-25-09,"Ie de Munou to Iware Tsuzuketa Ore desu ga, Sekai-teki ni wa Chou Yuunou datta you desu,I Was Said to Be Incompetent at Home, but It Seems That I Was Super-Competent Globally,家で無能と言われ続けた俺ですが、世界的には超有能だったようです,Ie de Munou to Iware Tsuzuketa Ore desu ga, Sekaiteki ni wa Chou Yuunou Datta you desu",,,https://www.mangaupdates.com/series/bxttqd6
fI7VtSX4,Walking with Death: Start From Murloc Dungeons,Reading,,72,2025-28-09,"与死亡同行：从鱼人地下城开始,Journeying Together With Death: Beginning From Murloc Dungeon City,Yǔ Sǐwáng Tóngxíng: Cóng Yú Rén Dìxià Chéng Kāishǐ,与死亡同行,Yu Siwang Tongxing: Cong Yu Ren Dixia Cheng Kaishi,Deathwalker Chronicles: From Murloc to Glory",,https://anilist.co/manga/177040,https://www.mangaupdates.com/series/3vzuaz7
h5hSPH3A,Tensei Babaa wa Misugosenai! Moto Akutoku Jotei no Nishuume Life,Reading,,,0000:00:00,"¡no nos olvidemos de la abuela reencarnada! -la segunda vuelta a la vida de la ex-emperatriz-,転生ババァは見過ごせない！元悪徳女帝の二周目ライフ,Reincarnated Old Hag can't Leave Things Alone! - Second Life of a Former Unscrupulous Empress -,老太婆转生无法视而不",https://myanimelist.net/manga/137660,https://anilist.co/manga/140503,https://www.mangaupdates.com/series/183494
bv0HBFf1,This Life Starts as a Child Actor,Reading,,59,2025-21-09,"이번 생은 아역부터,Acting the Child Role at the Start of This Life,Beginning as the Child Actor in This Life,This Life Starts as Child Actor,This Life Starts From a Child Role,今回の人生は子役から始めます,I'm Going to Be the Child Actor in This Life",https://myanimelist.net/manga/165088,https://anilist.co/manga/175957,https://www.mangaupdates.com/series/tlkqql9
LtICf4iv,I'm the Tyrant's Secretary,Reading,,22,2025-45-09,"I Became the Tyrant's Secretary,폭군의 비서관이 되었습니다,Pokgunui Biseogwani Doeeotseumnida,Je suis la secrétaire du tyran,Me convertí en la secretaria de un tirano,Я стала секретаркою тирана,Би дарангуйлагчийн нарийн бичиг болсон нь,ฉันกลายเป็นเลขาของทรราช,成为暴君的秘书官,皇帝的秘书官,暴君御用俏祕書,Eu me tornei a secretária do tirano,I Became the Secretary of the Tyrant",https://myanimelist.net/manga/149100,https://anilist.co/manga/134671,https://www.mangaupdates.com/series/182067
7tieOqfK,"Sasen Sareta Saikyou Kenja, Kyoushi ni Natte Muteki no Class wo Tsukuriageru",Reading,,38,2025-20-09,"左遷された最強賢者、教師になって無敵のクラスを作り上げる,Sasen Sareta Saikyou Kenja, Kyoushi ni Natte Muteki no Class o Tsukuriageru,Demoted to a Teacher, the Strongest Sage Raises an Unbeatable Class",https://myanimelist.net/manga/131344,https://anilist.co/manga/127241,https://www.mangaupdates.com/series/rmhc2ha
n7HLmVKE,Goshujin-sama to Yuku Isekai Survival!,Reading,,42,2025-20-09,"跟主人一起在异世界生存!,Craft Game no Nouryoku de Isekai Kouryaku!!,Захватить другой мир с силой ремесленных игр!,Захватить другой мир с силой майнкрафта!,Survival in Another World with My Mistress!,ご主人様とゆく異世界サバイバル！THE COMIC,Different World Survival to Go With the Master,Goshujinsama to Yuku Isekai Survival!,Survival in Another World With My Mistress!,Виживання в іншому світі з моєю повелителькою!,ご主人様とゆく異世界サバイバル THE COMIC,ご主人様とゆく異世界サバイバル THE COMIC!,ご主人様とゆく異世界サバイバル！,跟主人一起在異世界生存！,Виживання в іншому світі з моєю повелителькою!,ご主人様とゆく異世界サバイバル THE COMIC,ご主人様とゆく異世界サバイバル THE COMIC!,Different World Survival to Go with the Master!",https://myanimelist.net/manga/129229,https://anilist.co/manga/123747,https://www.mangaupdates.com/series/167636
hdppDA8z,Dark Fantasy Paladin,Reading,,45,2025-34-09,"다크 판타지 속 성기사,O Paladino da Fantasia Sombria,Dakeu Pantaji Sok Seonggisa,ダークファンタジー世界の聖騎士,Paladin in Dark Fantasy,A Paladin in Dark Fantasy,A Paladin in a Dark Fantasy World",https://myanimelist.net/manga/170910,https://anilist.co/manga/175481,https://www.mangaupdates.com/series/gpgj0x3
iFSfBPas,Dungeon Defense,Reading,,36,2025-38-09,"Dungeon Defence,ダンジョンディフェンス,던전 디펜스",,https://anilist.co/manga/176799,https://www.mangaupdates.com/series/0mo3ykb
w_ackwlg,Yasei no Last Boss ga Arawareta!,Reading,,31,2025-21-09,"Шальной последний босс появился!,야생의 라스트보스가 나타났다!,A Wild Last Boss Appeared!,野生のラスボスが現れた！　黒翼の覇王,野生のラスボスが現れた！,野生的最終BOSS出現了,野生的最終BOSS出現了,Yasei no Last Boss ga Arawareta!: Kokuyoku no Haou",https://myanimelist.net/manga/108598,https://anilist.co/manga/99776,https://www.mangaupdates.com/series/j9995v2
M8wGpzg7,Ore no Zensei no Chishiki de Teihen Shoku Tamer ga Joukyuu Shoku ni Natte Shimai Sou na Ken,Reading,,17,2025-26-09,"俺の前世の知識で底辺職テイマーが上級職になってしまいそうな件,廢柴馴獸師通過前世的記憶站上頂點,Sobre cómo hacer que la profesión de domador de nivel bajo sea de nivel superior utilizando los conocimientos de mi vida anterior,About Making the Low-tier Tamer Profession Top-tier Using My Previous Life’s Knowledge,The Useless Tamer Will Turn into the Top Unconsciously by My Previous Life Knowledge,Ore no Zense no Chishiki de Teihengyo Tamer ga Joukyugyo ni Natte Shimaisou na Ken ni Tsuite,Ore no Zensei no Chishiki de Teihen Shoku Tamer ga Joukyuu Shoku ni Natte Shimai Sou na Ken,Dresseur Dans Un Autre Monde (French),Ore No Zense No Chishiki De Teihengyo Tamer Ga Joukyugyo Ni Natte Shimaisou Na Ken Ni Tsuite,废柴驯兽师通过前世的记忆站上顶点,Ore no Zense no Chishiki de Teihenshoku Tamer ga Joukyuushoku ni Natte Shimaisou na Ken",https://myanimelist.net/manga/130657,https://anilist.co/manga/125563,https://www.mangaupdates.com/series/173246
c65Y3UqX,A Superstar From Birth,Reading,,55,2025-14-22,"Superstar From Age 0,0살부터 슈퍼스타,0歳からスーパースター,Super Star From Age 0,0歲開始當巨星,重生从童星开始,เกิดใหม่ชาตินี้ เบบี๋ขอเป็นซุป'ตาร์",https://myanimelist.net/manga/161352,https://anilist.co/manga/168152,https://www.mangaupdates.com/series/o4fm695
rAOgI71x,"Bannou ""Murazukuri"" Cheat de Otegaru Slow Life: Mura desu ga Nani ka?",Reading,,46,2025-52-06,"万能「村づくり」チートでお手軽スローライフ　～村ですが何か？～,Amazing Village Building,The Amazing Village Creator: Slow Living with the Village Building Cheat Skill,El Caballero Virgen Lord de la Frontera,Slow Living With the Village Building Cheat Skill,The Amazing Village Creator",https://myanimelist.net/manga/154394,https://anilist.co/manga/141343,https://www.mangaupdates.com/series/tsjn5lj
WmZJt12a,I Can Do It,Reading,,38,2025-25-09,난 할 수 있어,https://myanimelist.net/manga/172530,,https://www.mangaupdates.com/series/6b8it43
0J2XwhVm,I Am the Shadow Reverend,Reading,,39,2025-35-09,"天生毒奶，我詛咒了全世界！,天生毒奶，我诅咒了全世界！,Tian Sheng Du Nai, Wo Zuzhoule Quan Shijie!,Soy la sombra reverente,Born With Poisonous Milk, I Cursed the Whole World!,全民转职：我牧师，都什么阴间技能,Tiān Shēng Dú Nǎi, Wǒ Zǔzhòule Quán Shìjiè!",,https://anilist.co/manga/181983,https://www.mangaupdates.com/series/om703fb
hVff6f2G,The Strongest Evolutionary Necromancer,Reading,,76,2025-26-09,"進化特性で最強ネクロマンサー,The Strongest Necromancer With Evolutionary Characteristics,진화 특성으로 최강 네크로맨서,La evolución del nigromante,Necromancer's Evolutionary Traits,Shinka Tokusei de Saikyou Necromancer,Strongest Necromancer,Strongest Necromancer With Evolutionary Characteristics,死灵法师的进化特质",,https://anilist.co/manga/168337,https://www.mangaupdates.com/series/3azmw46
